Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
time for you to relax then i'm out lunching amp shopping today even though it's raining,0,1,0.9118398715629279,0.9118398715629279,False,Negative,Positive,Uncoded
oh we've talked until he was red in the face lol my parents still haven't talked to me about sex so i am being proactive,1,0,0.07166664744449339,0.9283333525555066,False,Positive,Negative,Uncoded
sigh gotta get some work done this teeter hangup is not going to pay for itself later tweeple,1,0,0.08037300472468563,0.9196269952753143,False,Positive,Negative,Uncoded
tiredd and u and wha's your favourite song of the new record,0,1,0.9531866334860475,0.9531866334860475,False,Negative,Positive,Uncoded
thanks for the senior menu reminder haha,0,1,0.9898359427986574,0.9898359427986574,False,Negative,Positive,Uncoded
i miss freezing inside the lavvu even though i hated it and the people inside it,1,0,0.010857049880365056,0.9891429501196349,False,Positive,Negative,Uncoded
phe it's raining so hard here h8 it,1,0,0.08129212861977002,0.91870787138023,False,Positive,Negative,Uncoded
sigh what i wouldnt do to be at bamboozle right now,1,0,0.027701139774270855,0.9722988602257292,False,Positive,Negative,Uncoded
still seems like a pretty good run too bad atreyu i'm assuming it was him had to go and ruin it stupid horny males,1,0,0.06423643057285322,0.9357635694271468,False,Positive,Negative,Uncoded
i lt 3,0,1,0.9047036751293194,0.9047036751293194,False,Negative,Positive,Uncoded
derring1 tanya jolene wendywings many thx you all,0,1,0.9556863300245674,0.9556863300245674,False,Negative,Positive,Uncoded
sorry you are upset hope you feel better soon,1,0,0.010732172275033858,0.9892678277249661,False,Positive,Negative,Uncoded
good start to the family trip out with the slowness yay,0,1,0.9594195287490977,0.9594195287490977,False,Negative,Positive,Uncoded
cry kelly clarkson lt i love this song i can relate to it,0,1,0.924237938562292,0.924237938562292,False,Negative,Positive,Uncoded
makes me wish iwas still living in north wales,1,0,0.0881373017746142,0.9118626982253858,False,Positive,Negative,Uncoded
ouchy my back hurts can't sleep at least i had a pretty awesome day,1,0,0.07789156335828178,0.9221084366417183,False,Positive,Negative,Uncoded
g'day' all a gorgeous god made morn in fayetteville have u noticed fewer amp fewer tweeps saying g'mornin just jumping in 2 business,0,1,0.9226051468228544,0.9226051468228544,False,Negative,Positive,Uncoded
nahh i never hate i simply strongly dislike it,1,0,0.0820232934681843,0.9179767065318157,False,Positive,Negative,Uncoded
i dont feel disgusting today,1,0,0.008881128785769887,0.9911188712142301,False,Positive,Negative,Uncoded
wow i sold 2 bags last night say bye bye to tweet and linen trees,1,0,0.08813228635414369,0.9118677136458563,False,Positive,Negative,Uncoded
my hayfever has gone my stomach bug has gone my stomach still hurts banana phone reversed will be up very soon,1,0,0.004056850075119735,0.9959431499248803,False,Positive,Negative,Uncoded
thanks,0,1,0.9996426389244277,0.9996426389244277,False,Negative,Positive,Uncoded
need to go to the grocery store but can't decide which one based on the weekly ads life is complicated,1,0,0.06087483062619903,0.939125169373801,False,Positive,Negative,Uncoded
3 5 days sans internet while hanging around all over london with the girl doesn't look like i've missed much,1,0,0.0975387047683656,0.9024612952316344,False,Positive,Negative,Uncoded
wish i was going cruising with you guys but there are kids out there who need teachers please reschedule florida,1,0,0.06577702849104637,0.9342229715089536,False,Positive,Negative,Uncoded
about to go dj a private party but don't really wanna go haha why did it have to stop raining,1,0,0.011298438965027574,0.9887015610349724,False,Positive,Negative,Uncoded
i'm sick of sad songs i think someone should recomend something fun,1,0,0.05055863979801808,0.9494413602019819,False,Positive,Negative,Uncoded
thorpe park soon supposed to be in france now though bloody meetings stopping me from going gutted haha,1,0,0.02316411853998038,0.9768358814600197,False,Positive,Negative,Uncoded
bummer about no sightings in calidornia,1,0,0.015170592545651163,0.9848294074543489,False,Positive,Negative,Uncoded
was sad by india's defeat but finally some relief by the chocolate that i won i betted against india,1,0,0.09832123833422321,0.9016787616657768,False,Positive,Negative,Uncoded
i tried over and over and over it won't take me off and it won't let me send a direct message or maybe i'm doing it wrong,1,0,0.08432810133646611,0.9156718986635339,False,Positive,Negative,Uncoded
omg i am so jealous,1,0,0.06863438568459726,0.9313656143154028,False,Positive,Negative,Uncoded
my dad used to work at the rsc,1,0,0.08386411553464297,0.916135884465357,False,Positive,Negative,Uncoded
now i m at school and i m chatting with my bf s hehe so funny blubi,0,1,0.9819039274269568,0.9819039274269568,False,Negative,Positive,Uncoded
going to bed but i counted and it turns out i only have 15 more shifts to work yay,1,0,0.0882284431493805,0.9117715568506195,False,Positive,Negative,Uncoded
with megan i just cried a little hotel for dogs is a sad movie,1,0,0.03324031215742842,0.9667596878425716,False,Positive,Negative,Uncoded
super sad to see you have 2 leave last week we still love you here in wisconsin,1,0,0.04806131738729045,0.9519386826127095,False,Positive,Negative,Uncoded
is off to work on a sunday has the whole world gone mad,1,0,0.08058852226543316,0.9194114777345669,False,Positive,Negative,Uncoded
back to work at the nokia headquarters this time i'll pity them and not rip into how shitty their phones are,1,0,0.0028263791694741647,0.9971736208305259,False,Positive,Negative,Uncoded
i seriously just died quot before the storm quot oh my gosh miley is the guest i knew it aaaahhhh i cant get over it,1,0,0.06632825704879101,0.933671742951209,False,Positive,Negative,Uncoded
at work ugh is it 2pm yet,1,0,0.0714731634623762,0.9285268365376238,False,Positive,Negative,Uncoded
nooooo reddit's down t t at least i got to talk to last night,1,0,0.06540394168255906,0.934596058317441,False,Positive,Negative,Uncoded
faillllllllll whenever ur freee then,0,1,0.9164826692796453,0.9164826692796453,False,Negative,Positive,Uncoded
no cats dogs unfortunately just mops,1,0,0.029747549018683272,0.9702524509813167,False,Positive,Negative,Uncoded
u guys we'll have a blast i'll be enjoying the show from home,0,1,0.9591175681655427,0.9591175681655427,False,Negative,Positive,Uncoded
just left work,1,0,0.051948814949230995,0.948051185050769,False,Positive,Negative,Uncoded
sitting in bed wishing there was a man sleeping next to me instead of my bf sarah anyone got any single friends,1,0,0.08115311296207364,0.9188468870379264,False,Positive,Negative,Uncoded
i am missing gno tonight it has been one of those days,1,0,0.05717300909795429,0.9428269909020457,False,Positive,Negative,Uncoded
you're cycling tho' that's good healthy eating healthy and eating are a contradiction in terms,0,1,0.9351326772752196,0.9351326772752196,False,Negative,Positive,Uncoded
that's very true,0,1,0.9462301513695592,0.9462301513695592,False,Negative,Positive,Uncoded
no sleep yet i'm almost home i love nyc just not who i shared my time with good night morning fab tweeps,0,1,0.9268310800298354,0.9268310800298354,False,Negative,Positive,Uncoded
boy you have to come over i miss my little bro,1,0,0.08427806487120722,0.9157219351287927,False,Positive,Negative,Uncoded
at work,1,0,0.05012979443807357,0.9498702055619265,False,Positive,Negative,Uncoded
yay i have a stomachvirus,0,1,0.963539358456876,0.963539358456876,False,Negative,Positive,Uncoded
work needs to stop being lame ugh i hope theres no drama today only,1,0,0.011268578219998642,0.9887314217800014,False,Positive,Negative,Uncoded
awww poopily you know what helps comedy i prescribe father ted or maybe charlie brooker's screenwipe,0,1,0.9036558477890176,0.9036558477890176,False,Negative,Positive,Uncoded
too lazy to go to work,1,0,0.038743381149172404,0.9612566188508276,False,Positive,Negative,Uncoded
no wonder i would be too shall txt u tomoz i'm off to bed night night twitterpuss xxx,0,1,0.9352740875991576,0.9352740875991576,False,Negative,Positive,Uncoded
who is shee i wish i was that lucky,1,0,0.08513990584219484,0.9148600941578051,False,Positive,Negative,Uncoded
miss you,1,0,0.003376308070491776,0.9966236919295082,False,Positive,Negative,Uncoded
hahahaha your welcome p s i miss you,0,1,0.9103847116787941,0.9103847116787941,False,Negative,Positive,Uncoded
is missing the sun being stuck inside the quciker assignments are done the sooner i can enjoy the sun,1,0,0.021552575624940486,0.9784474243750595,False,Positive,Negative,Uncoded
so rob's a complete asshole he decides to leave cos his head hurt great i waited for nothing can you say pussy i mean him not meh,1,0,0.03293412825789056,0.9670658717421095,False,Positive,Negative,Uncoded
skins irritated it's pissing me off hope i can sleep tonight night,1,0,0.0650525358215811,0.9349474641784189,False,Positive,Negative,Uncoded
i know seriously the toe polish was chipped since like forever ago ugh need to tweeze and dye my hair but progress,1,0,0.0824183074899207,0.9175816925100793,False,Positive,Negative,Uncoded
i've stayed up way too late way too many nights in a row sorry harry potter i'm not reading you it is bedtime,1,0,0.08708408354375086,0.9129159164562491,False,Positive,Negative,Uncoded
bill likewise it was a pleasure next time we should spend more time talking ims09,0,1,0.9284479766157908,0.9284479766157908,False,Negative,Positive,Uncoded
qdoba in aspen co wish i could ski,1,0,0.07613978172873073,0.9238602182712693,False,Positive,Negative,Uncoded
feel better c's been teething all week amp its been rough,1,0,0.0675929945886082,0.9324070054113918,False,Positive,Negative,Uncoded
its good aye soon randwick will be open though i'm happy i caught up in bio it took an hour,0,1,0.9014286202137342,0.9014286202137342,False,Negative,Positive,Uncoded
cant wait for britains got talent final tonight i will be voting for diversity but i think susan boyle will win,0,1,0.9232794615625902,0.9232794615625902,False,Negative,Positive,Uncoded
that means quot she was going to explode quot i think my japanese is not so good,1,0,0.08114398487873264,0.9188560151212674,False,Positive,Negative,Uncoded
he's worth it,0,1,0.9496636420938229,0.9496636420938229,False,Negative,Positive,Uncoded
ok so i've lost the headphones oops i think all the dust work has flared my sinuses up,1,0,0.03053250759014426,0.9694674924098557,False,Positive,Negative,Uncoded
thank you could possibly email you x,0,1,0.9777466668873395,0.9777466668873395,False,Negative,Positive,Uncoded
omg i love conan wow the toilet water is blue huh that's pretty cool amp v fresh but in a few years u'll see all brown,0,1,0.958256502235629,0.958256502235629,False,Negative,Positive,Uncoded
my friend she grabs her boyfriend and everyone else she can find went to the rsl one last week it's bloody hard,1,0,0.07154931640578246,0.9284506835942176,False,Positive,Negative,Uncoded
i didnt lose my ipod nick had it lol,1,0,0.04581278905129921,0.9541872109487008,False,Positive,Negative,Uncoded
rave rolling star and sanctuary mix kick ass but ya no thanks for telling me that felt great,0,1,0.9022906498600687,0.9022906498600687,False,Negative,Positive,Uncoded
i'm only watching if you're gonna get naked,0,1,0.9073164399051986,0.9073164399051986,False,Negative,Positive,Uncoded
wait u r a sox fan man i thought u were cool go cubbies haha have a good show,0,1,0.9385513877915246,0.9385513877915246,False,Negative,Positive,Uncoded
lol you are correct elliott was the man i'm sure whatever he wrote would have been epic,0,1,0.9170040632821882,0.9170040632821882,False,Negative,Positive,Uncoded
why is it always so cold in my bed who wants to come snuggle,1,0,0.045048028081183335,0.9549519719188166,False,Positive,Negative,Uncoded
damn i was so hungry when i bought food that i forgot i was thawing out a porterhouse well i guess its steak for me tomorrow,1,0,0.03896152852648394,0.9610384714735161,False,Positive,Negative,Uncoded
i hate that song by eminem it sucks hairy balls,1,0,0.03945047723178217,0.9605495227682178,False,Positive,Negative,Uncoded
happy birthday sorry i couldnt come out tonight ive got way too much to do hope youve have a majorly wicked day loveyouxx,1,0,0.08587695321584574,0.9141230467841542,False,Positive,Negative,Uncoded
